Filename,Coupling_eV,Diabatic_E1_Ha,Diabatic_E2_Ha,Energy_Gap_eV,Total_Energy_Ha,Overlap_S12,Interlayer_Dist_Ang,FeFe_Dist_Ang,Min_HeavyDist_Ang,Max_HeavyDist_Ang,NN_Dist_1_Ang,Lateral_Slippage_Ang,dataset,split,J_cdft_eV,log10_J_cdft,dz,dx,dy,cos_theta,cos_4phi,sin_4phi,cos_4psi,sin_4psi,d_lateral,cos_4alpha,sin_4alpha,S12_b3lyp,S12_srsh_singlet,S12_srsh_cation,S12_qchem_truth,J_eht_eV,J_zindo_eV,J_dftb_eV,S12,S12_sq,absS12,log_absS12,log10_Coupling
49_ang_xy_job_000.out,0.02888217996,-4501.02218425,-4501.02218458,-8.979766029915481e-06,-9002.04436883,0.0458537717,4.899983215388042,4.950757517794626,4.946852389115729,10.35534580159446,4.950757517794624,0.707223082849723,704_systematic,train,0.02888218,-1.53937,4.899983,0.5097691,0.490204,1.0,1.0,-1.526557e-16,1.0,0.0,0.7072231,-0.9969398,0.07817292,-0.002430081,-0.001610961,-0.001536498,,0.0008140239,0.01374949,,-0.001536498,2.3608261040040003e-06,0.001536498,-2.8134680004289074,-1.539339957840498
geom_125.out,0.02846856668,-4501.01486524,-4501.01281127,0.0558913992554491,-9002.02767651,-0.0935970602,0.2221014444211212,7.492787904839693,3.110019266134215,13.318601962663536,5.380046602000395,7.489495412596102,704_systematic,train,0.02846857,-1.545634,0.2215834,7.254489,-1.86122,2.024279e-06,0.9970081,0.07729699,0.9970071,0.07731037,7.489443,0.5364452,-0.8439351,0.001329626,0.002145647,0.002001156,,0.001416448,0.04644908,,0.002001156,4.004625336336e-06,0.002001156,-2.6987190544259336,-1.5456038885415684
40_ang_x2_job_013.out,0.02838421134,-4501.02440785,-4501.0244073,1.4966260217443053e-05,-9002.04881515,-0.0764225349,3.9997661692980206,7.045565981523415,4.003881157052491,14.848277776200174,4.394432970133917,5.800161255597902,704_systematic,train,0.02838421,-1.546923,3.999766,5.799077,-0.1121522,1.0,1.0,-1.387779e-17,1.0,0.0,5.800161,0.9970101,-0.07727188,0.003467454,0.002759933,0.002747801,,0.004447086,0.02614971,,0.002747801,7.550410335600999e-06,0.002747801,-2.561014722593928,-1.5468925681620935
geom_249.out,0.02815835672,-4500.99928875,-4501.00074936,-0.0397452429380147,-9002.00003811,-0.0801452808,5.779409852891588,9.875491415208256,2.706319092835322,17.463496568181586,6.471269427748237,8.007730792437494,704_systematic,test,0.02815836,-1.550393,5.779444,7.999504,-0.366559,-3.828983e-05,0.9969819,-0.0776337,0.9970035,-0.07735703,8.007898,0.9832725,-0.1821403,-0.002163451,-0.0008268215,-0.0007107313,,-0.005283578,0.03790169,,-0.0007107313,5.0513898079969e-07,0.0007107313,-3.148294557566953,-1.5503618480900692
40_ang_xy2_job_011.out,0.02803046314,-4501.02224032,-4501.02223988,1.1973013123679266e-05,-9002.044480199998,0.0507680912,3.999818767061583,8.620904824900922,4.065945682199899,15.945427892364632,6.264505665038543,7.636848160770381,704_systematic,train,0.02803046,-1.55237,3.999819,5.503541,5.294571,1.0,1.0,-1.262879e-15,1.0,0.0,7.636848,-0.9970061,0.07732283,0.003076539,0.002192594,0.002037706,,0.001299171,0.01824964,,0.002037706,4.152245742435999e-06,0.002037706,-2.6908584755572145,-1.5523387402307358
5_04_ang.out,0.02794338666,-4501.02195161,-4501.02195187,-7.074963425293391e-06,-9002.04390348,-0.044016848,5.000002697432973,5.015974481593781,5.015974481593781,10.234762650735972,5.015974481593781,0.3999662806574978,704_systematic,train,0.02794339,-1.553721,5.000003,0.007933439,0.3998876,1.0,1.0,2.081668e-16,1.0,0.0,0.3999663,0.9968537,-0.07926305,-0.00226188,-0.001493002,-0.001425992,,0.0007936559,0.01289952,,-0.001425992,2.033453184064e-06,0.001425992,-2.8458829106211128,-1.5536898769894738
43_ang_x_job_002.out,0.0279325021,-4501.02611958,-4501.02612058,-2.7211384463407746e-05,-9002.05224016,0.0492401408,4.2999395238143805,4.55411901469428,4.302540177197652,10.904402272440246,4.55411901469428,1.5001733538291355,704_systematic,train,0.0279325,-1.55389,4.29994,1.499892,-0.02902946,1.0,1.0,-1.387779e-17,1.0,0.0,1.500173,0.9970055,-0.07733051,-0.002611675,-0.001843496,-0.00171082,,-0.0003745267,0.01484944,,-0.00171082,2.9269050724000004e-06,0.00171082,-2.7667956810986745,-1.5538590650286994
42_ang_x_job_004.out,0.02731480332,-4501.02659773,-4501.02659825,-1.4149926850586782e-05,-9002.05319598,0.0463640427,4.199899208835835,4.887739763939975,4.211865728130468,11.787914527990097,4.454196575028991,2.5001693213900804,704_systematic,train,0.0273148,-1.563602,4.199899,2.499702,-0.0483601,1.0,1.0,-1.387779e-17,1.0,0.0,2.500169,0.997008,-0.07729855,0.003121197,0.002229704,0.002178799,,-0.001758517,0.01919956,,0.002178799,4.747165082401e-06,0.002178799,-2.6617828325269977,-1.5635701242332731
35_ang_38_38.out,0.02615287654,-4501.02368451,-4501.02368505,-1.4694149095157627e-05,-9002.04736956,0.0459791961,3.499872465137557,6.413267497929585,3.506092568501294,13.759504085198708,4.335507032320441,5.374094596094486,704_systematic,train,0.02615288,-1.582481,3.499872,3.87289,3.725804,1.0,1.0,-2.498002e-16,1.0,0.0,5.374095,-0.9970048,0.07733975,0.001463398,0.002170994,0.002353387,,0.003449142,0.03269989,,0.002353387,5.538430371769001e-06,0.002353387,-2.6283066497135823,-1.5824473256508171
5_ang_04_04.out,0.02599777156,-4501.02186849,-4501.02186876,-7.347074547578814e-06,-9002.04373725,-0.0420558462,4.999986571408136,5.03189825016365,5.03189825016365,10.29850429288642,5.03189825016365,0.5658041054449074,704_systematic,train,0.02599777,-1.585064,4.999987,0.4078587,0.392155,1.0,1.0,2.220446e-16,1.0,0.0,0.5658041,-0.9969199,0.07842622,-0.002076563,-0.001370311,-0.001307745,,0.0006961289,0.01189946,,-0.001307745,1.7101969850249997e-06,0.001307745,-2.883476931436076,-1.5850304678240776
geom_354.out,0.02588348368,-4500.97485952,-4501.05855619,-2.277503566034765,-9002.03341571,-0.0389403191,2.967553132794161,8.189156793297707,2.5677486691109395,16.302333531676805,4.83499440414185,7.6325564124517,704_systematic,train,0.02588348,-1.586977,2.967571,7.111955,2.770514,0.8660158,-0.4909323,0.8711977,-0.4315093,0.9021085,7.632539,0.08480722,0.9963974,0.009097847,0.006800872,0.006398224,,-0.01564425,,,0.006398224,4.0937270354176e-05,0.006398224,-2.1939405593917525,-1.5869437156505444
5_06_ang.out,0.02552701434,-4501.02192397,-4501.02192421,-6.530741180722544e-06,-9002.043848180001,0.0414084799,5.000004048238111,5.035871324805669,5.035871324805669,10.40818785941626,5.035871324805669,0.5999662637203035,704_systematic,train,0.02552701,-1.593,5.000004,0.01179972,0.5998502,1.0,1.0,2.081668e-16,1.0,0.0,0.5999663,0.9969068,-0.07859313,-0.002039213,-0.001342587,-0.001281284,,0.0006733597,0.01169943,,-0.001281284,1.6416886886559998e-06,0.001281284,-2.8923545967215354,-1.5929659527226838
geom_516.out,0.02550252408,-4501.02763304,-4501.02775122,-0.0032158432477786,-9002.05538426,0.0488548868,3.999932816889499,4.89977126519606,4.003570556733201,11.754031912365392,4.038529963370459,2.829893268590077,704_systematic,train,0.02550252,-1.593417,3.999933,2.039981,1.961268,1.0,0.4999994,0.8660257,0.9763998,-0.2159709,2.829858,-0.9969064,0.07859755,0.003165724,0.002363063,0.002275523,,0.000934717,0.2655377,,0.002275523,5.178004923529001e-06,0.002275523,-2.642918770284201,-1.5933827760872445
geom_302.out,0.02543177444,-4501.01620952,-4501.01634649,-0.003727145441753,-9002.03255601,0.0726938481,6.775739394471182,9.19605427786287,3.2374546857832622,15.210959258791013,6.384291791365743,6.217456870747983,704_systematic,train,0.02543177,-1.594623,6.775994,6.2164,-0.1136461,-3.356131e-05,0.9969988,-0.07741667,0.996999,-0.07741408,6.217439,0.997328,-0.07305337,-0.002357531,-5.099278e-06,-3.071039e-06,,-5.873152e-06,0.02046772,,-3.071039e-06,9.431280539521e-12,3.071039e-06,-5.512714526876325,-1.594589184581426
43_ang_x_job_005.out,0.02542633216,-4501.02614687,-4501.02614623,1.741528506663599e-05,-9002.052293100001,-0.0459497134,4.299879051221242,5.243090691567332,4.345131266198985,12.28838105362948,4.411143290463369,3.000173352469606,704_systematic,train,0.02542633,-1.594716,4.299879,2.999612,-0.05802654,1.0,1.0,-1.387779e-17,1.0,0.0,3.000173,0.9970085,-0.07729191,0.002449795,0.001699021,0.001625379,,-0.001606633,0.01484944,0.0009912405,0.001625379,2.641856893641e-06,0.001625379,-2.7890453553920573,-1.5946821241916778
40_ang_xy2_job_006.out,0.02529027516,-4501.02315071,-4501.02314995,2.0680668031309325e-05,-9002.04630066,0.0530498201,3.999852328097986,7.397296803562772,4.048960440569901,14.656646637979645,5.254334518024143,6.222634599059239,704_systematic,train,0.02529028,-1.597046,3.999852,4.484397,4.31409,1.0,1.0,-1.262879e-15,1.0,0.0,6.222635,-0.9970049,0.07733863,0.003121287,0.00242088,0.00240328,,0.0003294505,0.02359962,,0.00240328,5.775754758399999e-06,0.00240328,-2.619195627529389,-1.5970121020517813
44_ang_xy_job_004.out,0.02502632458,-4501.03037439,-4501.02980652,0.0154525377163874,-9002.06018091,0.0558830554,4.399916093732967,5.644466316668034,4.402047654592122,12.42023496841344,4.458640961918778,3.535638325410227,704_systematic,train,0.02502632,-1.601603,4.399916,2.548038,2.451171,1.0,1.0,5.134781e-16,1.0,0.0,3.535638,-0.9969987,0.07741849,0.002430768,0.001678768,0.001566608,,0.0007127668,0.01384938,,0.001566608,2.454260625664e-06,0.001566608,-2.805039659753532,-1.6015682215070108
md_108.out,0.02466169182,-4501.02576479,-4501.02990364,-0.1126239028993872,-9002.055668429999,-0.0463363917,4.149766730788336,5.210267353593864,3.658921473273921,12.07776906706077,4.135652653516854,3.15060660444434,slater_111_md,train,0.02466168,-1.607977,4.149817,1.624976,2.699129,0.9845365,0.4905742,0.8713994,1.0,1.364501e-06,3.15053,-0.5620548,-0.8271,0.003126718,0.002244583,0.002070022,-0.04633639,0.003034724,,,0.002070022,4.284991080484e-06,0.002070022,-2.684025038667662,-1.6079419148834626
40_ang_x_job_010.out,0.02449842342,-4501.02798795,-4501.02799128,-9.061394416876283e-05,-9002.055979230001,0.0443286744,3.999911303521554,4.565084884205331,4.000381595773082,11.438329638509288,4.379374513443672,2.2001612586264,704_systematic,train,0.02449842,-1.610862,3.999911,2.19975,-0.04255917,1.0,1.0,-1.387779e-17,1.0,0.0,2.200161,0.9970077,-0.07730228,0.003258234,0.002466249,0.002463528,,-0.003479811,0.0219996,,0.002463528,6.068970206784e-06,0.002463528,-2.60844249707461,-1.6108264100280993
40_ang_xy2_job_012.out,0.02426440538,-4501.02168484,-4501.02168439,1.224512424596469e-05,-9002.04336923,0.0439705323,3.9998120548543024,8.872429205127533,4.125415650646612,16.20569488391658,6.484692068810978,7.919690873123912,704_systematic,train,0.02426441,-1.61503,3.999812,5.70737,5.490668,1.0,1.0,5.134781e-16,1.0,0.0,7.919691,-0.9970063,0.07732034,0.002548503,0.001798585,0.001654828,,0.001335317,0.01479956,,0.001654828,2.738455709584e-06,0.001654828,-2.7812471391078626,-1.6149945516141162
md_006.out,0.02388072464,-4501.02669382,-4501.030756,-0.1105376048490521,-9002.05744982,-0.0428376759,4.070487485390681,4.940733052741364,3.946093583036393,11.862511737576405,4.35493047890595,2.800352608106496,slater_111_md,train,0.02388071,-1.621953,4.070513,2.694931,0.7610332,0.9954105,0.5622232,0.8269856,1.0,1.018209e-05,2.800325,0.4527846,0.89162,0.002859258,0.00218125,0.002087081,-0.04283768,-0.001222079,0.01887847,,0.002087081,4.355907100561001e-06,0.002087081,-2.6804606953501318,-1.6219161286056103
42_ang_x_job_011.out,0.0238780035,-4501.02364553,-4501.02364494,1.6054729455208872e-05,-9002.04729047,0.063318549,4.199758106118511,7.323933369440222,4.214944402931075,15.094734476604746,4.660291528327385,6.000169318451928,704_systematic,train,0.023878,-1.622002,4.199758,5.999048,-0.1160199,1.0,1.0,-1.387779e-17,1.0,0.0,6.000169,0.99701,-0.07727216,0.002730599,0.002045266,0.002019098,,0.00209452,0.01849958,,0.002019098,4.076756733604e-06,0.002019098,-2.694842601184837,-1.6219656138897969
42_ang_xy_job_009.out,0.0238507921,-4501.02245406,-4501.02245357,1.333359348373051e-05,-9002.04490763,0.0465735841,4.199832191309053,8.224354077980836,4.204450771575284,15.48033599992584,5.979093177673351,7.071167482449006,704_systematic,train,0.02385079,-1.622497,4.199832,5.095891,4.902377,1.0,1.0,5.134781e-16,1.0,0.0,7.071167,-0.9970054,0.07733214,0.002572279,0.00182208,0.001730691,,0.0003906953,0.01564952,,0.001730691,2.995291337481e-06,0.001730691,-2.761780464498773,-1.6224607770997672
40_ang_x2_job_012.out,0.02356779354,-4501.0247097,-4501.02470919,1.3877815728301358e-05,-9002.049418890001,-0.0686220441,3.9997742323104393,6.881860213634101,4.002047515934812,14.65645171653767,4.3155186396307,5.60016125576268,704_systematic,train,0.02356779,-1.627681,3.999774,5.599114,-0.1082859,1.0,1.0,-1.387779e-17,1.0,0.0,5.600161,0.99701,-0.07727254,0.002879969,0.002317434,0.002323875,,0.004436131,0.02214968,0.002998431,0.002323875,5.400395015625e-06,0.002323875,-2.6337872359357184,-1.6276442216687794
md_155.out,0.02352697644,-4501.02480027,-4501.02967693,-0.1327007459311744,-9002.0544772,-0.0483764193,3.604097617916297,6.128281707357863,3.568271287865596,13.256017530019715,4.134672580739737,4.956441974367002,slater_111_md,train,0.02352696,-1.628434,3.604097,-4.181495,-2.660861,0.9850938,0.5958814,-0.8030724,1.0,-3.060208e-06,4.956318,-0.6411986,0.767375,0.002715112,0.002248546,0.002138458,-0.04837642,0.0003932028,0.02406548,,0.002138458,4.573002617764001e-06,0.002138458,-2.669899274803036,-1.6283969651371397
46_ang_xy_job_003.out,0.02352153416,-4501.02416967,-4501.02416909,1.578261833292345e-05,-9002.04833876,-0.0473398824,4.599932874084076,5.4,4.600152522177934,11.901362555211904,4.600152522177934,2.828536291780717,704_systematic,train,0.02352153,-1.628534,4.599933,2.038474,1.960929,1.0,1.0,5.134781e-16,1.0,0.0,2.828536,-0.9969947,0.07746917,0.002292454,0.001575945,0.001500085,,0.0006877069,0.01279942,,0.001500085,2.250255007225e-06,0.001500085,-2.823884131331422,-1.628497429582219
44_ang_x_job_002.out,0.02317867052,-4501.0255974,-4501.02559828,-2.394602624735853e-05,-9002.05119568,-0.0382711668,4.399939523730835,4.648655719667784,4.402486113141074,10.944218972553498,4.648655719667783,1.5001773853485714,704_systematic,train,0.02317867,-1.634911,4.39994,1.499896,-0.02903022,1.0,1.0,-1.387779e-17,1.0,0.0,1.500177,0.9970054,-0.07733231,-0.002113677,-0.00147522,-0.001368689,,-0.00015896,0.0119993,,-0.001368689,1.873309578721e-06,0.001368689,-2.863695222788901,-1.6348740058649025
43_ang_x_job_004.out,0.0231569014,-4501.02594432,-4501.02595339,-0.0002468073865184,-9002.05189771,0.0400879774,4.299899208752288,4.973932046178355,4.311593546683175,11.823910897803652,4.548608043017116,2.5001733529040435,704_systematic,train,0.0231569,-1.63532,4.299899,2.499706,-0.04836085,1.0,1.0,-1.387779e-17,1.0,0.0,2.500173,0.9970079,-0.07729963,0.002544127,0.001786872,0.001744919,,-0.001193886,0.01529943,,0.001744919,3.044742316561e-06,0.001744919,-2.7582247281519034,-1.6352820462932296
42_ang_xy_job_002.out,0.02290927766,-4501.02728451,-4501.02728436,4.081716331529606e-06,-9002.05456887,-0.0443274489,4.199949654936463,4.705316142407437,4.2074074133841615,11.167048521010374,4.257176908151692,2.121420018760806,704_systematic,train,0.02290928,-1.639989,4.19995,1.528886,1.470691,1.0,1.0,6.938894000000001e-17,1.0,0.0,2.12142,-0.9969911,0.07751609,0.003073918,0.002412461,0.002348148,,-5.228648e-05,0.01974961,,0.002348148,5.513799029904e-06,0.002348148,-2.629274533492586,-1.6399506914646467
5_08_ang.out,0.02231606914,-4501.02191954,-4501.02191973,-5.170160820671299e-06,-9002.043839270002,-0.0375423216,5.000005399043249,5.063595560468865,5.031239442920601,10.58255085113698,5.063595560468865,0.7999662552497824,704_systematic,test,0.02231607,-1.651382,5.000005,0.01566599,0.7998128,1.0,1.0,-1.387779e-17,1.0,0.0,0.7999663,0.9969331,-0.07825817,-0.001749036,-0.001148406,-0.001094473,,0.0005326347,0.01004932,,-0.001094473,1.1978711477290002e-06,0.001094473,-2.96079494735447,-1.651343381334665
42_ang_x_job_006.out,0.02221538696,-4501.02653599,-4501.02653508,2.476238436283893e-05,-9002.05307107,0.0470688657,4.199858893773742,5.4671747731346585,4.214416415175415,12.72217783711578,4.228068959820783,3.500169320531452,704_systematic,train,0.02221539,-1.653346,4.199859,3.499515,-0.06769148,1.0,1.0,-1.387779e-17,1.0,0.0,3.500169,0.997009,-0.07728563,0.001811709,0.001253005,0.001165659,,-0.002939081,0.01149932,,0.001165659,1.3587609042810005e-06,0.001165659,-2.9334284784307325,-1.6533070208040326
35_ang_32_32.out,0.02217456986,-4501.0244039,-4501.02440313,2.0952779153594747e-05,-9002.04880703,0.0427439322,3.4998926017593988,5.721013896155122,3.5079874940769105,13.000781694598214,3.895512960740857,4.525566459146283,704_systematic,train,0.02217457,-1.654145,3.499893,3.261403,3.137515,1.0,1.0,6.383782e-16,1.0,0.0,4.525566,-0.9970035,0.07735596,0.001533896,0.001101878,0.001007623,,-0.003595364,0.01275,,0.001007623,1.015304110129e-06,0.001007623,-2.9967019274250504,-1.6541056270811996
geom_201.out,0.02185891762,-4501.03885247,-4501.05291064,-0.38254248713177,-9002.09176311,-0.0252367576,1.9676646615469373,8.291625153159362,2.509333306452134,16.478404591414456,4.8156649337608615,8.054771471631234,704_systematic,train,0.02185892,-1.660371,1.967756,8.050842,-0.2493603,0.8660254,0.9728193,0.2315654,-0.4315719,0.9020785,8.054703,0.99234,-0.1235368,0.0140252,0.01694626,0.01583139,,-0.01579867,,,0.01583139,0.0002506329093321,0.01583139,-1.800480952272062,-1.6603316123342386
40_ang_x2_job_003.out,0.02145074662,-4501.02790597,-4501.02790459,3.755173085337447e-05,-9002.05581056,-0.051538107,3.999846799422206,5.517245689653488,4.004702377081223,12.941158870796697,4.004702377081223,3.80016125725632,704_systematic,train,0.02145075,-1.668558,3.999847,3.799451,-0.07348939,1.0,1.0,-1.387779e-17,1.0,0.0,3.800161,0.9970093,-0.07728166,0.001570261,0.001099609,0.0009938943,,-0.005352143,0.01084928,,0.0009938943,9.8782587957249e-07,0.0009938943,-3.002659799640201,-1.6685170966938883
44_ang_x_job_005.out,0.02138271812,-4501.02528917,-4501.02528851,1.7959532059830962e-05,-9002.05057768,-0.0385958405,4.399879051137697,5.325410782277739,4.444118103797423,12.323727070947326,4.508675318649592,3.000177383982429,704_systematic,train,0.02138272,-1.669937,4.399879,2.999616,-0.05802729,1.0,1.0,-1.387779e-17,1.0,0.0,3.000177,0.9970084,-0.07729281,0.0019824,0.001357717,0.001298141,,-0.001077026,0.01189935,,0.001298141,1.685170055881e-06,0.001298141,-2.8866781329359035,-1.6698964699680952
5_ang_06_06.out,0.0213745547,-4501.02186931,-4501.02186949,-4.898074447010003e-06,-9002.0437388,0.0364135178,4.999979859200855,5.071488933242386,5.029239958452967,10.508428363489946,5.071488933242386,0.8486468096833883,704_systematic,train,0.02137455,-1.670103,4.99998,0.6116876,0.5882514,1.0,1.0,2.220446e-16,1.0,0.0,0.8486468,-0.9969506,0.07803531,-0.001654987,-0.001088619,-0.001036724,,0.0004984673,0.009549281,,-0.001036724,1.074796652176e-06,0.001036724,-2.984336847079271,-1.670062289555246
geom_380.out,0.02130108392,-4501.02223915,-4501.02244625,-0.005635480937218,-9002.0446854,-0.037714478,2.999711140871297,9.902421604631463,3.3905751876833525,18.006217286691005,6.559461540962719,9.437143991017866,704_systematic,train,0.02130108,-1.671598,2.999711,8.098207,4.845446,1.0,-0.5,0.8660254,0.9535736,0.3011601,9.437123,-0.5530185,0.833169,-0.002937545,-0.002297529,-0.002010401,,0.003398678,0.02315682,,-0.002010401,4.041712180801e-06,0.002010401,-2.696717308175593,-1.6715575217964456
geom_150.out,0.02126298796,-4501.01083803,-4501.00873263,0.0572908815570403,-9002.019570659999,-0.0324748909,2.968718774231396,6.2087927237338985,2.4834958853249587,13.686622803624164,3.8934971716729168,5.453055650350273,704_systematic,train,0.02126299,-1.672376,2.968869,5.130676,1.846933,0.8660255,0.9657532,0.2594625,-0.5654229,-0.8248011,5.45298,0.1875335,0.9822582,-0.01275871,-0.01049445,-0.01033739,,0.01204608,,,-0.01033739,0.0001068616320121,0.01033739,-1.985589098693364,-1.6723348588426004
md_145.out,0.0212112863,-4501.02755644,-4501.02794103,-0.0104652323278221,-9002.055497469999,-0.0417014635,4.281825363148601,4.695048151316236,3.712312727711662,11.489671915023552,4.257648990921398,1.925992913454086,slater_111_md,train,0.02121128,-1.673433,4.281831,1.877628,0.4301526,0.9904134,0.9688314,-0.247721,1.0,-7.956213e-06,1.926271,0.6209601,0.7838422,0.001882973,0.001812304,0.00180205,-0.04170146,-0.00263995,,,0.00180205,3.2473842025e-06,0.00180205,-2.7442331629367978,-1.6733920466461136
35_ang_12_12.out,0.0209799894,-4501.02609455,-4501.02610738,-0.0003491222574371,-9002.05220193,0.0312556046,3.4999597238322044,3.889730067755345,3.517994678748108,10.570788271013663,3.67464572813489,1.6971393376951696,704_systematic,test,0.02097999,-1.678195,3.49996,1.223114,1.176552,1.0,1.0,2.081668e-16,1.0,0.0,1.697139,-0.9969902,0.07752704,-0.004441628,-0.0006039731,-0.0003895173,,-0.01253298,0.0006483385,,-0.0003895173,1.5172372699929006e-07,0.0003895173,-3.409473247716803,-1.678153336710537
geom_205.out,0.02096910484,-4501.00575774,-4501.00690384,-0.0311869855252974,-9002.01266158,0.0591457757,6.778005986865554,7.98299934779604,2.941592791456696,13.832049097715965,5.628778653940214,4.217453429372601,704_systematic,train,0.0209691,-1.67842,6.778524,4.216668,-0.08046485,-2.024279e-06,0.9970081,-0.07729699,0.9970071,-0.07731037,4.217436,0.997089,-0.07624693,0.007202243,0.001117973,0.001045009,,-0.003704631,0.02811078,,0.001045009,1.0920438100809998e-06,0.001045009,-2.980879968818194,-1.678378688596382
geom_181.out,0.0209119609,-4501.02214956,-4501.05835301,-0.9851465593397256,-9002.08050257,-0.035328104,2.967551745737373,8.239897322906943,2.9464265233085314,15.802108959558815,5.216420041603053,7.686972390247027,704_systematic,train,0.02091196,-1.679605,2.96757,7.154282,2.811681,0.8660096,-0.5090137,-0.8607584,-0.5655927,-0.8246848,7.686957,0.07287905,0.9973408,0.002996094,0.002154404,0.001980003,,-0.001423034,0.2318961,,0.001980003,3.920411880009e-06,0.001980003,-2.703334151497685,-1.6795637082579462
42_ang_xy_job_008.out,0.02052283788,-4501.02313048,-4501.02312972,2.0680668031309325e-05,-9002.0462602,-0.0445197148,4.199848971827254,7.6249590162833,4.2285854194162855,14.83984880888616,5.498322946799324,6.364060701615092,704_systematic,train,0.02052284,-1.687763,4.199849,4.586319,4.412136,1.0,1.0,5.134781e-16,1.0,0.0,6.364061,-0.9970047,0.0773409,0.002320591,0.001694162,0.001666005,,4.288457e-05,0.01564949,,0.001666005,2.775572660025e-06,0.001666005,-2.7783236992656994,-1.6877202645665959
geom_450.out,0.02046841508,-4501.02209394,-4501.02197212,0.0033148927357327,-9002.04406606,0.0391486161,3.999744643696959,9.005309099421963,4.00602091518317,16.53347131050736,6.11170141454808,8.068310527077493,704_systematic,train,0.02046842,-1.688916,3.999745,7.081108,3.867332,1.0,-0.4999999,-0.8660254,0.2159749,0.9763989,8.068354,-0.4157135,0.9094956,0.002044832,0.001485559,0.00137515,,0.0009503908,0.0128999,,0.00137515,1.8910375225e-06,0.00137515,-2.861649926522102,-1.688873351029439
43_ang_x_job_011.out,0.02044664596,-4501.02338797,-4501.02338734,1.7143173944350567e-05,-9002.04677531,-0.0557956634,4.299758106034964,7.38173421358423,4.31459874377676,15.122861796604502,4.750608921917273,6.000173349961368,704_systematic,train,0.02044665,-1.689378,4.299758,5.999052,-0.1160207,1.0,1.0,-1.387779e-17,1.0,0.0,6.000173,0.99701,-0.07727261,0.002230331,0.001633417,0.001611663,,0.001470564,0.01454945,,0.001611663,2.597457625569e-06,0.001611663,-2.792725764085926,-1.6893354442125932
43_ang_xy_job_009.out,0.02043031912,-4501.02229697,-4501.02229651,1.2517235368250112e-05,-9002.044593480001,0.0417038111,4.299832191225506,8.275868534480233,4.304334128596431,15.507764012603491,6.049753484837213,7.0711698556392255,704_systematic,test,0.02043032,-1.689725,4.299832,5.095895,4.902376,1.0,1.0,5.134781e-16,1.0,0.0,7.07117,-0.9970052,0.07733402,0.002093136,0.00146328,0.001389448,,0.000262288,0.01254948,,0.001389448,1.930565744704e-06,0.001389448,-2.857157701712325,-1.6896823370455794
40_ang_xy2_job_013.out,0.02038405974,-4501.0215224,-4501.02152198,1.142879087910842e-05,-9002.04304438,-0.0387701447,3.9998053426470217,9.125787637239869,4.203117211142225,16.466706491299345,6.70957757443045,8.202533585480301,704_systematic,train,0.02038406,-1.690709,3.999805,5.911199,5.686764,1.0,1.0,5.134781e-16,1.0,0.0,8.202534,-0.9970065,0.07731803,0.002006379,0.00140391,0.001279725,,0.001224577,0.01144955,,0.001279725,1.637696075625e-06,0.001279725,-2.8928833454923453,-1.690666707450892
geom_237.out,0.0203405215,-4501.01807203,-4501.0151478,0.0795723922395365,-9002.03321983,-0.0549565208,3.933270767824906,9.38979145368655,3.129305582185447,16.891832904249704,6.480560815944558,8.526286683586184,704_systematic,test,0.02034052,-1.691638,3.933514,6.245992,5.803833,0.7071068,0.7936536,0.60837,-0.5654281,-0.8247976,8.526247,-0.9892572,0.1461856,0.002593868,0.001514087,0.001427323,,0.003220571,,,0.001427323,2.0372509463290004e-06,0.001427323,-2.84547773559001,-1.6915952163265027
geom_453.out,0.02032419466,-4501.02263329,-4501.02263286,1.1700902001393842e-05,-9002.04526615,0.0455250868,2.999758316213108,9.69535971483266,3.858042805698247,17.396312789513757,7.088111964924087,9.219623096651528,704_systematic,train,0.02032419,-1.691987,2.999758,7.114801,5.863537,1.0,1.0,6.106227e-16,1.0,0.0,9.219623,-0.9270016,0.3750574,0.002168626,0.001567912,0.001373045,,0.00296758,0.01329964,,0.001373045,1.885252572025e-06,0.001373045,-2.8623152287022773,-1.6919439195839132
40_ang_xy2_job_005.out,0.01977724552,-4501.02312975,-4501.02312885,2.4490273240553502e-05,-9002.0462586,0.0431680604,3.999859040305266,7.161005515987263,4.020036952429666,14.40171568496615,5.075512902879865,5.939791886732079,704_systematic,test,0.01977725,-1.703834,3.999859,4.280568,4.117993,1.0,1.0,5.134781e-16,1.0,0.0,5.939792,-0.9970046,0.07734269,0.002404032,0.001930785,0.001955778,,0.000387392,0.01999954,,0.001955778,3.8250675852840005e-06,0.001955778,-2.70868044321527,-1.7037902786008239
51_ang_xy_job_000.out,0.01968472676,-4501.02167566,-4501.0216944,-0.0005099416383629,-9002.04337006,-0.0310048955,5.099983215220949,5.1487862647424,5.145016672441402,10.451462609156671,5.1487862647424,0.7072278306632052,704_systematic,train,0.01968473,-1.705871,5.099983,0.5097772,0.4902025,1.0,1.0,-1.526557e-16,1.0,0.0,0.7072278,-0.9969369,0.07821044,-0.001446101,-0.0009477613,-0.0009034495,,0.0004413655,0.008499254,,-0.0009034495,8.162209990502501e-07,0.0009034495,-3.0440961176464554,-1.7058264864134998
